role,login_hour,failed_logins,files_accessed,sensitive_files_accessed,usb_insertions,external_email_count,vpn_usage,working_hours_violation,anomaly_score,insider_threat
0,17,0,12,0,0,3,1,1,0.093,0
2,3,0,10,0,0,4,0,0,0.91,0
2,19,0,15,1,2,3,0,0,0.299,0
3,21,2,17,1,0,4,0,0,0.448,0
0,19,2,19,0,2,3,0,0,0.071,0
2,19,1,13,0,0,0,1,1,0.576,0
2,16,0,16,1,0,1,0,0,0.455,0
2,22,3,15,0,1,3,1,0,0.778,1
2,3,0,15,1,1,1,1,1,0.506,0
2,16,2,9,0,1,1,0,0,0.037,0
2,17,1,11,0,0,3,1,0,0.529,0
2,1,0,11,1,0,3,1,0,0.223,0
3,22,1,8,1,1,0,1,0,0.437,0
2,15,2,20,0,0,1,0,0,0.894,0
3,10,0,11,2,1,1,0,1,0.141,0
3,22,0,11,1,1,2,0,0,0.438,0
2,4,0,17,0,0,4,1,1,0.678,0
3,23,0,19,0,0,5,0,0,0.063,0
2,21,2,18,1,1,2,0,0,0.49,0
2,4,2,19,1,0,5,0,0,0.605,0
2,5,0,17,1,0,3,1,1,0.919,0
2,14,1,15,1,1,5,0,0,0.462,1
2,13,1,12,2,1,1,0,0,0.176,1
3,2,1,21,0,0,0,0,0,0.074,0
3,1,3,17,0,0,3,1,1,0.215,0
2,16,3,16,2,2,5,1,0,0.171,0
2,20,0,12,0,0,3,0,0,0.184,0
1,2,0,17,2,0,1,1,0,0.222,0
2,9,0,17,1,2,2,0,0,0.714,0
2,9,0,14,1,1,5,0,0,0.927,0
2,20,0,11,0,0,1,0,0,0.899,0
0,11,1,12,1,1,2,0,0,0.194,0
2,8,1,20,0,0,0,0,0,0.339,0
2,23,1,12,1,0,0,1,1,0.295,0
2,15,0,19,0,1,3,0,0,0.536,0
3,21,1,17,1,0,3,0,0,0.889,0
0,6,3,13,1,0,3,1,1,0.911,0
3,23,0,14,0,0,2,0,1,0.597,0
2,14,2,11,0,1,3,0,1,0.597,0
2,21,1,18,0,0,3,0,0,0.368,0
3,20,0,19,2,0,1,0,0,0.257,0
2,12,3,19,0,0,0,0,0,0.852,0
2,12,0,12,1,0,1,0,0,0.594,0
2,1,1,14,1,1,0,0,1,0.319,0
2,14,0,11,0,1,4,0,1,0.201,1
0,17,1,14,0,1,0,0,1,0.547,0
1,12,1,13,1,1,1,0,1,0.875,0
2,9,2,7,1,1,1,0,0,0.426,0
2,16,5,13,1,0,2,0,0,0.712,0
3,7,2,14,0,1,3,1,0,0.603,0
2,22,2,17,2,1,2,0,0,0.055,0
2,17,1,20,0,0,3,1,0,0.258,0
2,22,1,15,0,0,1,0,0,0.529,0
3,20,1,14,1,2,1,0,0,0.845,0
2,22,1,12,1,0,0,0,1,0.064,0
3,11,1,25,0,1,2,0,0,0.202,0
2,10,0,10,1,2,2,1,1,0.291,0
2,16,4,21,1,0,7,0,0,0.826,0
3,10,1,18,2,0,1,0,0,0.109,0
2,0,2,12,0,0,1,0,1,0.25,0
2,10,3,10,1,2,0,0,1,0.695,1
1,12,1,20,2,1,3,0,1,0.8,0
2,14,0,12,0,1,2,0,0,0.019,0
2,4,2,17,0,2,4,0,0,0.028,0
2,18,0,13,0,0,1,0,1,0.067,0
0,22,1,20,2,0,2,1,0,0.143,0
0,0,0,22,0,2,0,0,1,0.008,0
2,15,1,13,1,0,1,0,0,0.11,0
2,14,0,16,0,0,2,0,0,0.667,1
2,6,0,18,2,1,6,0,0,0.176,0
2,10,2,16,2,0,1,0,0,0.012,0
3,23,1,15,0,2,4,1,0,0.787,0
1,2,0,10,2,0,0,0,0,0.692,0
2,13,1,19,2,1,1,0,0,0.531,0
2,10,2,17,1,1,1,1,0,0.63,0
2,5,1,12,0,0,0,0,0,0.248,0
2,2,1,13,1,1,4,0,0,0.228,0
2,21,2,16,0,0,2,0,0,0.577,0
2,6,2,11,0,1,2,1,0,0.675,1
2,22,1,14,1,1,3,0,1,0.525,0
2,7,0,24,2,0,5,0,1,0.063,0
0,11,0,18,0,1,4,0,0,0.282,0
2,11,1,14,0,0,1,0,0,0.666,0
1,5,2,13,0,2,3,1,1,0.218,0
2,8,2,21,0,0,1,0,1,0.599,0
3,3,2,15,0,2,2,1,0,0.105,0
0,14,0,17,1,0,3,0,0,0.471,1
3,5,1,12,0,0,2,1,0,0.967,0
2,14,0,19,2,0,3,1,0,0.746,0
2,17,1,9,1,1,5,0,0,0.858,0
2,10,2,14,2,1,2,0,0,0.253,0
2,10,0,17,0,2,2,0,1,0.666,0
2,2,0,15,2,1,1,0,1,0.509,0
2,3,0,6,2,1,2,0,0,0.763,1
2,22,1,13,1,1,2,0,0,0.004,0
3,19,1,12,0,0,0,0,0,0.558,0
2,2,0,11,0,1,1,1,0,0.361,0
2,14,2,15,2,0,2,0,0,0.379,0
0,3,0,21,0,1,1,0,0,0.739,0
3,13,1,14,1,0,3,1,0,0.439,1
2,9,1,23,1,1,2,1,1,0.325,0
2,14,0,15,0,1,2,0,0,0.633,0
2,19,2,17,0,1,0,1,0,0.907,0
1,20,0,17,0,0,5,1,0,0.783,1
2,14,1,24,1,1,1,1,0,0.027,1
0,12,0,9,3,0,2,0,1,0.547,0
2,8,0,12,2,0,4,1,0,0.81,0
1,22,1,18,0,0,3,0,0,0.589,0
2,20,0,18,2,2,1,0,1,0.396,0
0,4,0,14,1,1,5,0,0,0.036,0
2,3,2,17,2,1,3,0,0,0.929,0
3,13,1,19,2,0,2,0,0,0.198,0
2,22,1,14,1,0,2,1,0,0.734,0
2,10,3,17,0,0,1,1,1,0.478,0
2,2,0,14,2,0,3,1,0,0.661,0
2,16,4,9,0,0,3,0,0,0.079,0
2,21,1,12,1,0,1,0,0,0.159,0
2,14,1,6,0,1,1,0,1,0.06,0
3,22,0,15,1,1,3,1,0,0.484,0
2,4,1,10,0,0,2,1,0,0.599,1
2,19,0,18,1,0,0,0,0,0.424,0
2,7,1,16,2,0,4,0,0,0.667,0
2,0,2,16,1,1,4,0,1,0.738,0
2,5,1,19,1,1,2,1,1,0.734,0
2,2,1,12,0,1,1,0,0,0.933,0
0,18,0,16,0,1,2,0,0,0.381,0
2,8,2,15,1,0,4,0,0,0.785,0
1,23,1,17,1,1,1,1,0,0.813,0
0,10,3,15,0,0,2,0,0,0.062,0
3,18,0,19,0,0,5,1,0,0.361,0
2,1,2,13,1,1,2,0,0,0.837,0
2,2,0,13,1,0,4,0,0,0.55,1
2,5,0,15,0,1,2,0,1,0.688,0
2,19,1,21,1,0,4,0,0,0.351,0
2,10,1,14,1,2,4,0,0,0.856,0
2,12,1,23,0,1,4,0,1,0.387,0
2,17,0,12,0,1,2,0,1,0.594,0
2,8,0,17,2,1,2,0,1,0.009,1
2,3,1,14,1,2,2,0,0,0.811,0
1,16,1,14,2,0,4,1,1,0.072,0
2,6,0,16,1,2,6,0,0,0.728,0
1,4,0,13,1,1,3,1,0,0.06,0
1,0,0,9,2,1,2,0,0,0.392,0
2,19,2,11,1,1,0,0,0,0.413,1
1,1,2,22,1,1,3,0,0,0.376,0
1,7,1,15,0,1,1,0,0,0.932,0
3,7,2,13,1,0,4,0,0,0.184,0
0,1,3,22,1,0,1,1,0,0.508,0
2,1,2,21,1,0,1,0,0,0.814,0
2,7,1,17,1,1,3,0,0,0.377,0
2,21,0,20,0,0,0,0,0,0.36,0
2,9,1,9,0,0,3,0,0,0.109,0
2,23,3,16,0,0,4,0,1,0.165,0
2,23,2,13,1,0,1,1,0,0.791,1
3,7,0,13,0,2,2,0,0,0.889,0
2,23,2,11,1,0,3,0,0,0.797,0
2,20,0,12,0,2,1,0,0,0.138,0
2,4,1,16,1,1,0,1,0,0.729,0
2,11,2,15,1,0,2,0,0,0.425,0
3,17,0,10,1,1,2,0,0,0.482,0
2,7,3,18,0,1,4,0,0,0.855,0
2,23,1,18,1,2,3,1,1,0.446,0
2,18,3,15,0,0,0,1,0,0.516,0
2,10,1,19,1,1,3,1,0,0.607,0
2,3,1,18,1,0,4,1,0,0.815,0
2,12,1,11,1,2,2,0,0,0.602,0
2,12,0,17,1,0,1,0,0,0.955,1
2,19,2,15,0,0,2,0,0,0.053,0
0,23,0,17,2,1,2,0,0,0.786,0
2,4,0,15,1,0,2,1,0,0.101,0
3,1,1,15,0,0,3,0,0,0.131,0
2,12,1,14,0,0,4,0,0,0.299,0
1,16,2,14,1,0,3,0,0,0.038,0
1,10,1,14,3,0,1,1,0,0.259,0
3,3,1,13,0,1,2,0,0,0.884,0
2,22,1,21,2,0,3,1,0,0.181,0
2,7,0,23,0,2,1,1,0,0.727,1
1,23,0,16,1,0,1,1,1,0.292,0
0,13,3,21,1,1,1,1,1,0.576,0
0,4,1,11,1,0,0,0,0,0.791,0
2,13,2,17,1,1,2,0,1,0.884,0
2,22,1,20,2,0,1,0,0,0.836,0
2,7,1,13,0,0,1,0,0,0.001,0
2,21,1,15,1,0,0,0,0,0.071,0
2,11,0,18,1,2,3,0,0,0.334,0
2,15,2,20,0,0,1,0,1,0.059,0
2,13,2,13,1,1,0,0,1,0.458,0
3,4,0,17,1,1,3,1,0,0.138,0
2,13,0,15,0,0,4,1,0,0.964,0
1,0,1,7,3,0,1,0,0,0.065,0
2,0,0,18,1,1,4,0,0,0.668,0
2,12,2,15,1,1,0,1,0,0.369,0
2,12,0,10,1,0,1,1,0,0.728,0
0,4,2,16,0,0,0,1,0,0.226,0
3,12,1,14,2,1,2,1,0,0.798,0
3,15,3,15,1,0,1,1,1,0.192,0
3,2,0,18,1,2,0,1,0,0.617,0
2,3,1,12,1,1,3,0,0,0.275,0
2,15,2,11,1,0,2,1,0,0.492,0
2,18,3,22,0,0,5,1,0,0.519,0
2,6,1,16,2,0,2,0,0,0.803,0
0,3,0,19,2,0,3,1,0,0.02,0
2,0,1,13,0,0,4,0,0,0.887,0
0,9,1,16,0,0,4,0,0,0.501,0
2,9,0,25,0,1,3,1,0,0.713,0
2,10,1,15,3,0,3,1,0,0.643,1
2,15,3,12,0,2,1,0,0,0.932,1
3,6,1,15,2,2,3,1,0,0.235,0
3,14,1,18,2,1,1,0,1,0.293,0
3,9,0,14,1,1,0,0,0,0.647,0
1,21,1,13,1,0,3,0,0,0.801,0
2,6,1,17,2,0,2,1,1,0.528,0
2,4,0,14,0,2,6,0,1,0.34,0
2,18,0,18,0,0,3,1,1,0.35,0
2,3,0,15,2,0,1,1,0,0.762,0
2,6,0,17,0,0,0,1,0,0.765,0
2,12,0,15,0,1,3,0,0,0.096,1
2,17,0,11,0,1,3,0,1,0.416,0
2,12,1,12,0,1,1,0,0,0.637,1
0,7,2,15,0,1,1,1,0,0.613,1
2,22,1,17,1,0,1,1,0,0.494,0
2,13,2,18,2,0,2,0,1,0.947,0
2,22,0,10,1,0,4,0,1,0.908,1
3,14,1,16,1,0,3,1,0,0.874,0
2,22,3,18,1,1,0,1,1,0.263,0
3,0,1,16,1,1,2,0,0,0.5,1
2,6,1,19,0,0,2,0,0,0.3,0
0,1,0,13,1,0,3,1,0,0.837,0
2,2,0,15,0,1,5,0,1,0.65,0
1,23,2,15,1,0,1,0,0,0.659,0
0,9,1,12,1,1,2,1,0,0.204,0
2,20,3,26,1,0,4,0,1,0.284,0
3,22,2,14,1,0,2,0,0,0.67,1
2,3,0,21,0,0,3,1,0,0.008,0
3,14,1,17,1,0,0,0,1,0.976,0
0,3,1,12,0,0,3,0,0,0.106,0
1,21,1,9,1,2,2,0,0,0.15,0
1,6,0,10,1,0,2,1,1,0.806,0
0,18,2,17,1,2,3,0,0,0.169,0
3,6,2,16,1,1,4,0,0,0.917,0
2,21,1,13,1,0,4,0,0,0.81,0
3,8,1,17,1,1,3,0,0,0.708,0
0,12,3,21,1,1,0,0,1,0.579,0
1,2,2,15,0,2,1,0,0,0.018,1
3,16,1,15,0,0,0,0,0,0.36,0
2,17,3,15,0,1,2,1,0,0.077,0
3,21,1,18,0,1,5,0,0,0.861,0
2,22,0,19,1,0,2,0,0,0.221,0
2,5,3,13,0,0,1,1,0,0.879,0
1,5,0,21,0,1,3,0,0,0.024,0
2,22,0,10,0,1,5,0,0,0.204,0
2,11,4,10,1,1,2,0,1,0.873,0
2,20,0,13,1,0,2,1,1,0.407,0
2,14,2,13,0,0,3,0,0,0.567,0
2,19,3,11,1,1,2,0,0,0.19,1
2,4,2,6,1,0,1,0,0,0.112,0
2,14,0,16,0,0,1,0,1,0.911,0
2,17,2,21,1,0,1,0,1,0.548,0
1,0,1,11,0,0,3,1,0,0.057,0
3,13,1,13,1,0,3,0,1,0.785,0
0,12,2,12,1,0,2,1,0,0.215,0
2,17,2,14,0,0,4,0,1,0.425,0
3,4,0,15,1,0,1,0,1,0.584,0
2,17,2,12,0,1,4,0,0,0.113,0
3,16,1,14,1,0,2,0,0,0.674,0
0,0,1,12,0,0,2,0,1,0.576,0
2,9,0,13,2,2,0,0,0,0.708,0
2,20,1,13,1,1,0,0,0,0.274,0
2,12,2,13,0,0,1,0,1,0.755,0
2,12,1,11,0,1,2,0,0,0.155,0
2,8,2,15,0,0,2,1,0,0.527,0
2,16,1,16,1,2,5,0,0,0.167,0
2,11,2,17,2,0,2,1,0,0.123,0
2,0,1,13,1,1,1,0,0,0.754,0
3,5,4,15,0,0,2,0,0,0.646,0
2,13,2,10,0,1,1,0,0,0.452,0
3,12,1,13,1,0,1,0,1,0.179,0
2,1,1,13,0,0,5,0,0,0.966,0
2,5,1,20,1,0,2,0,1,0.597,0
3,1,0,15,0,0,1,0,0,0.87,0
2,22,2,13,0,0,3,1,0,0.112,0
2,15,2,12,0,1,2,1,0,0.042,1
3,21,2,10,3,1,3,0,1,0.225,0
2,3,1,14,0,1,2,0,1,0.4,1
2,9,1,18,0,1,2,1,0,0.603,0
0,15,1,22,0,1,2,0,0,0.773,0
0,13,0,18,2,0,1,0,0,0.437,0
0,18,0,10,0,3,3,0,0,0.53,0
3,16,4,15,1,1,2,1,0,0.74,0
3,4,1,15,0,0,1,0,0,0.155,0
2,7,0,11,2,0,2,1,1,0.492,0
2,8,2,15,1,1,1,1,0,0.667,1
2,5,0,16,2,1,0,0,0,0.211,0
2,14,1,14,0,3,2,0,0,0.323,0
2,5,1,12,0,1,1,1,0,0.511,0
3,19,1,13,0,0,2,0,0,0.986,1
2,15,0,22,0,1,0,0,0,0.464,0
2,4,3,12,0,1,1,0,0,0.651,1
2,20,0,20,1,0,1,0,0,0.443,0
2,16,0,13,0,1,2,0,0,0.302,0
3,7,2,11,0,1,2,1,0,0.874,0
3,18,3,16,1,1,0,0,0,0.688,1
2,19,0,15,1,0,1,1,0,0.139,0
2,3,0,12,0,0,4,1,0,0.6,0
2,2,2,13,0,0,2,0,0,0.685,1
3,19,2,15,1,1,2,0,0,0.625,0
1,3,0,23,1,1,4,1,1,0.309,1
2,17,0,15,1,2,2,1,0,0.458,0
3,11,2,16,0,0,4,0,1,0.517,0
2,20,1,15,0,0,1,0,0,0.11,0
1,21,1,22,0,0,2,1,0,0.178,0
2,5,1,13,1,0,2,0,0,0.158,0
1,3,0,21,3,1,0,1,0,0.051,1
2,9,2,13,1,0,3,1,0,0.522,0
2,15,4,23,0,1,1,0,0,0.505,0
3,14,2,4,0,2,2,0,1,0.581,0
2,8,0,18,0,0,2,0,1,0.142,0
3,18,2,19,2,0,0,1,1,0.052,0
2,10,2,13,2,2,6,1,0,0.532,0
2,7,3,16,1,0,2,1,0,0.564,0
2,18,0,17,1,1,2,0,1,0.217,0
1,6,1,13,0,0,0,0,0,0.316,0
2,19,0,16,2,1,3,0,0,0.936,1
2,22,1,18,1,1,3,0,0,0.027,0
1,6,1,21,0,3,2,0,0,0.199,1
2,6,2,21,0,1,1,0,0,0.851,0
2,0,2,15,3,2,1,1,1,0.375,0
2,6,0,12,1,0,1,0,0,0.504,0
3,17,1,23,1,0,0,1,0,0.161,0
1,2,3,16,0,0,2,0,0,0.578,0
2,3,2,11,0,0,0,0,0,0.127,0
2,5,0,16,0,0,4,1,1,0.98,0
1,1,2,18,0,0,4,0,0,0.263,0
2,1,2,14,1,1,0,0,0,0.333,0
3,8,1,9,1,2,2,0,0,0.637,0
2,8,3,16,2,1,3,1,0,0.645,1
2,8,0,17,0,1,1,1,0,0.977,0
3,0,1,12,1,1,4,0,0,0.255,0
2,9,1,13,0,1,1,0,1,0.724,0
2,21,3,15,1,2,2,0,0,0.555,0
2,12,3,21,0,2,3,0,0,0.138,0
2,21,0,14,1,1,0,0,0,0.956,0
2,12,2,16,0,1,4,0,0,0.651,0
2,4,0,16,2,2,1,0,0,0.591,0
2,23,0,15,0,0,1,0,0,0.04,1
2,13,1,9,3,0,4,1,1,0.153,0
0,1,1,14,0,0,2,0,0,0.828,0
2,23,0,18,0,2,1,0,1,0.902,0
2,14,1,18,0,0,0,0,0,0.083,0
2,2,1,24,0,0,1,1,1,0.834,0
0,20,1,24,0,0,0,1,0,0.846,1
2,20,2,11,2,2,1,1,0,0.943,0
2,11,1,17,2,1,2,0,0,0.749,0
1,10,0,17,0,1,4,0,1,0.469,0
3,7,1,16,0,1,1,0,1,0.352,0
2,20,2,11,2,1,3,0,0,0.937,1
2,2,0,8,1,1,2,1,0,0.437,0
2,11,2,16,0,1,3,1,0,0.206,0
2,17,1,13,0,2,2,0,0,0.181,0
2,13,1,16,1,0,3,1,1,0.899,0
2,1,2,17,0,0,0,0,1,0.188,0
2,9,2,13,1,2,1,0,0,0.171,0
2,22,0,16,0,1,2,1,1,0.323,0
2,7,1,15,0,2,5,0,0,0.535,0
2,9,2,14,2,0,2,1,1,0.405,0
3,7,3,11,0,0,2,0,0,0.147,0
1,11,1,20,0,0,2,0,0,0.262,0
1,20,0,12,1,2,1,0,0,0.552,0
2,5,0,9,2,1,3,0,0,0.691,0
3,1,0,15,1,2,1,0,0,0.153,0
2,8,3,9,1,1,3,0,0,0.627,0
2,1,1,15,0,1,2,0,0,0.172,0
2,19,0,12,2,0,3,1,0,0.693,0
2,8,1,17,0,1,1,1,0,0.737,0
0,18,2,11,1,2,1,0,0,0.71,0
0,9,2,20,1,1,1,1,0,0.095,0
2,13,1,14,0,0,1,0,0,0.102,1
2,11,2,12,0,0,5,1,0,0.102,0
0,11,1,15,1,0,4,1,0,0.866,0
0,3,2,13,2,0,1,1,0,0.763,0
2,23,2,15,0,1,1,0,0,0.878,0
2,3,0,13,0,0,3,0,1,0.571,0
2,12,0,11,1,1,3,0,1,0.664,0
2,11,1,12,1,2,3,1,1,0.505,1
2,19,1,11,0,1,3,0,0,0.839,0
2,0,1,17,0,0,3,1,1,0.484,0
3,9,2,15,1,0,1,0,1,0.051,0
2,18,0,16,1,0,3,0,1,0.1,0
3,14,1,16,1,2,3,0,0,0.561,0
2,4,0,13,2,0,1,1,0,0.542,0
2,20,0,19,0,0,3,1,0,0.112,0
2,23,2,13,2,1,4,1,1,0.885,0
3,8,1,13,2,2,3,0,0,0.51,0
2,20,0,18,1,1,0,0,0,0.827,0
3,1,0,20,1,0,2,0,0,0.831,0
2,10,0,19,2,1,2,0,1,0.267,0
0,9,1,19,0,1,4,1,1,0.105,0
2,4,0,15,0,2,1,1,0,0.928,0
1,11,2,13,0,0,3,1,0,0.104,0
2,16,1,11,1,1,1,0,0,0.683,0
1,6,1,23,1,0,1,0,0,0.399,0
2,19,2,20,2,0,0,1,0,0.532,0
2,21,2,14,0,1,2,0,1,0.882,0
2,1,1,15,0,0,2,1,0,0.917,0
2,7,1,16,3,1,1,0,0,0.191,0
3,17,4,17,1,1,2,0,1,0.161,0
2,5,2,17,3,1,0,0,0,0.169,0
0,20,0,17,0,0,2,0,1,0.373,0
3,6,5,18,0,1,2,0,1,0.741,0
0,15,0,19,1,0,5,1,1,0.021,0
2,0,0,19,0,0,1,0,0,0.798,0
2,9,1,12,2,0,5,0,1,0.103,0
2,16,1,12,1,0,3,1,1,0.803,0
0,16,1,16,0,0,1,0,0,0.783,0
3,19,0,20,1,0,2,0,0,0.934,0
0,22,3,16,1,0,3,0,0,0.241,0
2,20,1,14,1,0,2,0,0,0.373,0
2,6,1,20,0,1,3,1,0,0.642,0
2,23,1,10,2,1,1,1,1,0.306,0
2,15,3,13,0,0,1,0,0,0.252,0
1,5,1,23,0,0,1,0,1,0.291,0
1,16,3,19,1,0,1,0,0,0.328,0
3,14,1,7,0,1,1,0,0,0.284,0
2,12,0,6,0,0,2,0,1,0.999,0
0,16,2,18,0,1,0,0,0,0.348,0
3,11,2,13,0,1,2,1,0,0.823,0
2,0,1,12,1,0,1,0,0,0.462,0
2,1,4,17,0,1,3,1,1,0.476,0
2,16,0,13,1,0,1,0,0,0.114,1
2,18,0,28,0,1,2,0,1,0.004,0
1,11,0,21,0,2,1,0,0,0.581,1
2,1,3,17,0,0,0,0,0,0.173,0
2,3,1,21,0,2,2,0,1,0.242,0
2,11,1,15,1,1,2,0,0,0.726,0
3,4,3,10,0,1,0,0,0,0.027,0
2,15,3,18,3,0,1,1,0,0.825,0
2,21,1,14,2,0,2,1,0,0.541,0
2,21,0,22,0,2,1,0,0,0.125,0
2,16,1,11,1,0,0,0,1,0.186,1
2,3,0,16,0,1,2,0,0,0.072,0
2,20,2,19,1,1,1,0,0,0.931,0
0,3,0,11,0,1,1,1,1,0.553,1
2,10,1,13,1,2,2,0,1,0.681,0
2,23,1,14,0,0,2,1,0,0.278,0
2,9,3,13,1,0,1,0,0,0.793,0
1,10,1,18,1,0,1,1,0,0.635,0
2,6,2,11,1,1,4,1,0,0.351,0
2,22,0,15,1,0,1,1,0,0.997,0
1,7,0,14,0,2,0,1,0,0.574,0
2,0,1,21,1,0,1,1,0,0.55,0
2,18,3,11,0,0,1,0,0,0.536,0
0,12,0,12,2,0,2,0,1,0.451,0
2,9,0,11,1,0,3,0,1,0.632,0
2,16,2,7,3,1,2,0,0,0.239,0
2,10,0,15,0,1,1,1,0,0.989,0
3,22,1,13,0,1,2,1,0,0.956,0
0,10,0,15,1,0,2,0,0,0.088,0
2,5,5,10,0,0,2,0,0,0.554,0
0,9,2,16,2,0,0,0,0,0.043,0
1,3,4,10,1,0,2,0,0,0.539,0
2,12,1,16,3,0,1,0,1,0.463,0
0,7,1,16,1,0,0,0,0,0.605,0
2,9,2,14,1,0,1,1,0,0.003,0
0,4,1,11,1,0,2,0,0,0.617,0
2,3,1,12,1,1,0,0,1,0.833,0
2,9,0,9,0,1,3,0,0,0.774,1
2,6,2,16,1,1,1,0,0,0.705,0
3,3,0,18,0,1,0,0,0,0.513,1
2,21,2,18,0,1,2,0,0,0.751,0
2,9,1,16,1,2,1,0,1,0.045,0
0,7,1,13,1,1,1,0,0,0.583,0
2,10,0,28,0,1,0,0,0,0.896,0
2,13,0,15,1,0,2,1,0,0.199,0
2,19,2,14,1,2,4,0,0,0.67,0
2,11,1,16,2,1,6,0,0,0.351,0
2,15,1,25,2,0,1,0,0,0.036,0
2,19,1,17,2,0,0,0,1,0.264,0
2,1,3,14,0,0,0,1,1,0.53,0
2,8,0,12,1,0,4,0,0,0.094,0
3,15,1,19,2,2,1,0,0,0.445,0
2,3,0,20,0,0,2,0,0,0.586,0
2,20,0,11,1,1,2,0,1,0.79,0
2,0,0,13,2,1,1,1,0,0.914,0
2,14,0,13,0,2,1,0,0,0.293,0
3,11,3,16,0,0,1,0,0,0.321,1
2,7,6,19,2,1,0,0,0,0.009,1
1,5,0,16,0,0,2,0,1,0.804,0
2,15,1,17,2,1,3,1,0,0.247,0
2,5,1,16,0,2,2,1,0,0.674,0
0,5,1,13,1,1,2,1,1,0.284,0
2,4,2,19,0,0,2,0,0,0.763,0
2,17,1,17,2,0,3,0,0,0.972,0
2,19,1,14,1,1,0,0,0,0.964,0
2,0,0,14,2,2,4,0,0,0.424,0
3,23,2,14,1,0,1,1,0,0.664,0
2,6,2,19,2,0,0,1,0,0.421,0
2,21,0,12,2,0,4,0,0,0.798,0
2,5,2,14,0,1,1,1,1,0.462,0
1,5,1,11,0,1,0,0,0,0.002,1
2,12,0,14,0,0,3,0,0,0.483,0
2,22,0,14,1,1,2,0,0,0.869,0
3,18,2,18,0,1,4,0,0,0.09,0
2,18,1,13,2,0,0,0,0,0.007,0
3,10,2,16,0,1,0,1,0,0.479,0
2,16,1,17,1,1,1,0,0,0.091,0
1,15,3,16,0,0,0,1,1,0.436,0
2,19,2,14,0,0,2,1,1,0.002,0
3,8,0,14,1,0,1,0,0,0.036,0
2,22,0,21,0,0,2,0,0,0.801,0
3,9,1,21,0,1,3,0,0,0.254,0
2,4,1,11,0,0,4,0,0,0.825,1
2,7,1,12,1,1,1,0,1,0.701,0
3,12,0,19,0,2,1,1,0,0.596,0
2,11,0,22,1,1,0,0,0,0.277,0
2,21,1,23,1,1,1,1,0,0.596,0
2,7,0,11,0,0,2,1,0,0.16,1
3,5,1,15,0,0,1,0,0,0.392,0
2,6,2,19,0,0,1,0,0,0.267,0
2,7,3,15,1,0,3,1,0,0.924,0
2,7,0,23,0,0,1,1,0,0.874,0
3,8,3,12,1,0,4,0,0,0.676,0
2,7,2,14,1,1,2,1,0,0.599,1
2,11,1,13,1,1,1,1,1,0.225,0
0,21,0,12,1,2,2,0,1,0.79,0
2,2,1,16,0,0,3,0,1,0.719,0
2,18,1,22,0,0,2,0,1,0.14,0
2,9,2,18,0,0,2,0,0,0.947,0
2,20,2,16,2,0,3,0,0,0.98,0
2,17,0,17,1,0,2,0,0,0.597,0
0,11,1,16,1,0,3,1,1,0.64,0
2,19,0,10,1,1,2,0,0,0.204,0
1,14,0,9,4,0,1,1,0,0.533,0
2,11,0,15,0,1,2,1,0,0.929,0
2,16,4,25,3,0,2,0,1,0.778,0
3,16,0,16,0,1,3,0,1,0.5,0
2,9,1,12,1,0,3,0,0,0.567,0
3,0,1,17,2,0,3,0,0,0.294,0
2,3,1,9,1,1,2,0,1,0.223,0
2,11,2,13,0,2,0,0,1,0.375,0
1,15,1,21,0,0,1,1,0,0.786,0
2,21,0,18,1,1,4,1,0,0.084,0
1,14,2,13,0,1,2,0,0,0.27,0
2,17,2,9,2,1,2,1,0,0.647,1
2,11,0,14,0,2,1,1,0,0.972,0
2,23,1,13,1,1,5,0,1,0.413,0
3,23,0,19,2,1,1,1,0,0.321,0
2,16,1,12,1,0,2,0,0,0.683,0
2,9,1,13,0,1,4,0,0,0.072,0
3,0,1,22,1,1,3,1,1,0.712,0
2,13,3,19,0,0,4,1,0,0.145,0
2,4,1,15,0,1,3,1,0,0.01,1
1,2,1,12,1,0,2,0,1,0.25,0
2,17,1,19,0,1,2,1,0,0.453,0
0,12,1,22,2,0,2,0,0,0.276,0
0,3,0,13,0,0,3,1,0,0.719,0
3,12,1,19,1,2,4,1,0,0.864,0
2,1,0,13,0,0,5,0,0,0.197,1
2,3,2,11,0,0,5,0,0,0.742,0
2,14,0,7,0,1,2,0,0,0.579,0
2,9,3,18,0,1,1,0,0,0.427,0
3,10,0,9,1,1,2,0,0,0.07,0
1,20,2,8,0,1,3,1,1,0.683,0
2,19,1,18,2,0,3,0,0,0.939,0
3,22,2,18,0,1,4,0,0,0.167,1
2,6,1,15,0,0,1,1,0,0.892,0
0,16,1,13,1,1,2,0,0,0.145,0
2,11,2,9,0,2,1,1,1,0.072,0
2,1,2,18,3,0,1,0,0,0.517,0
2,4,2,15,0,0,1,0,0,0.982,0
2,6,1,11,1,1,3,0,0,0.386,0
2,20,1,15,1,1,2,1,0,0.991,0
3,20,3,23,1,2,3,0,0,0.626,0
2,9,1,9,2,1,2,1,0,0.102,0
2,1,1,17,1,1,1,0,1,0.918,0
2,3,1,14,0,0,3,0,0,0.051,0
2,18,1,16,0,0,3,0,0,0.892,0
1,3,2,17,1,3,3,0,1,0.584,0
3,1,2,6,1,1,4,1,0,0.348,0
0,17,0,17,0,0,5,0,0,0.152,0
2,11,3,11,0,1,0,0,1,0.79,0
